,a,sigma
244,0.02946274187446506,0.006212955283016876
245,0.03410647673167269,0.015943331782510024
246,0.0637798855259237,0.014061621812766467
247,0.06393620926402513,0.013596836225755535
248,0.07769440908916185,0.014842890911785665
249,0.07652484595096715,0.008415801103313456
250,0.06908580482921775,0.021254021205724068
251,0.04840603125736807,0.009474123577239358
252,0.06371613884666784,0.009537865407861966
253,0.08564399335336412,0.005389713772320342
254,0.06129362959962777,0.007498856975056305
255,0.04924853341749967,0.010834324107770795
256,0.02546463776476756,0.010680826397174673
257,0.033806055017585046,0.016214657727320815
258,0.08039485782687758,0.012949283982087844
259,0.0821665755391553,0.005824118490168354
260,0.07288184578748924,0.010144462529659165
261,0.025704944918826002,0.01550553727019177
262,0.07706644639898025,0.0045330643299782295
263,0.022122956112672662,0.009817139027484663
264,0.030224681452473423,0.006485948775560191
265,0.06665035080329955,0.005670816827610924
266,0.04334903500720886,0.005246906593336909
267,0.02689950492086759,0.008966757644837679
268,0.08354280594642427,0.020244878633568344
269,0.021586521514588883,0.012093488154540626
270,0.08460326965839518,0.017766623274959988
271,0.02865302646061363,0.014683388940401025
272,0.06076257089079177,0.008800251851980094
273,0.07741716969712444,0.007747863750533303
274,0.06554641160472546,0.00794777772900986
275,0.05076509718036166,0.018445734805365918
276,0.07175588515712325,0.02064126089418654
277,0.05359537546161253,0.013738140222156145
278,0.068143444408229,0.006051389504054911
279,0.06058504123526791,0.00833909618286471
280,0.027381634442699244,0.015930483681091633
281,0.0649198568058477,0.009983755656882911
282,0.0674082006619249,0.01831378412729104
283,0.01895721255932489,0.008224466486554163
284,0.04841604785019253,0.012794004046336417
285,0.07803427575403182,0.013324671656921803
286,0.03099465412372228,0.007214683987094107
287,0.03283423073958045,0.019313848657586154
288,0.05217350562723858,0.0069768312252341015
289,0.056035395546859254,0.009977979413783096
290,0.06397639283017478,0.018061142455595796
291,0.05315165962671943,0.015953788520770125
292,0.06792376897276445,0.01739739833553275
293,0.023044500126633716,0.010483447299085381
294,0.049988031540946325,0.008090199634275437
295,0.04302670879697221,0.012041714391133673
296,0.07867927893700505,0.015930929399673426
297,0.03580178887957818,0.004839504656316283
298,0.07788134221636134,0.013413920489034836
299,0.03475639087725557,0.00899086067746547
300,0.028188099466977437,0.013178548700174673
301,0.07459318392711213,0.008232670758023693
302,0.08008077135458586,0.016858092264726954
303,0.0878217239092597,0.01433214320522954
304,0.03274513472623184,0.020273355881170026
305,0.07783331001451244,0.01994196292594487
306,0.04717014866678865,0.008046977930202539
307,0.0817409787457094,0.019460514557411105
308,0.08495017338616669,0.008704345694736416
309,0.0353688771698349,0.00788521858195071
310,0.057037022525538966,0.013281191707065602
311,0.08608249106271318,0.005939835955972545
312,0.08177864689103839,0.01948541344112842
313,0.044986815155831375,0.0119999334765153
314,0.0505036783749731,0.017524394338951012
315,0.0672492523535527,0.010255968375738281
316,0.07702268484716863,0.014372888473323983
317,0.028587554593781962,0.00799209635141557
318,0.037958133462892014,0.008040840234338952
319,0.07256884873564518,0.014710999987725399
320,0.04366296194023896,0.006424249672085297
321,0.024848508914923725,0.01885198371756322
322,0.05467955163139564,0.004412271805700802
323,0.04399928510369629,0.01500493978700158
324,0.020458596930170315,0.01713494532464163
325,0.07458909800479893,0.01322828024815879
326,0.02891385371088903,0.015375624666733036
327,0.020024470909220778,0.01678079883048997
328,0.0403834001547079,0.021187555158898475
329,0.06812656526833927,0.006976527349789001
330,0.029596546584804855,0.01987577969173254
331,0.03557502679188798,0.01917440040092964
332,0.02171781049521465,0.008747505269983791
333,0.06478372208027333,0.009260840974862197
334,0.05868733782071527,0.01882528244955868
335,0.08565834080691241,0.013864720876525394
336,0.056481661507843145,0.020178012632309873
337,0.03207488268023359,0.004473158374230508
338,0.06580558195899361,0.007524489730631594
339,0.06656658973647037,0.011323250241335667
340,0.08695619475577557,0.011749892745050155
341,0.07210363298566178,0.01366893335615774
342,0.07600772693934824,0.012324206561109928
343,0.07703394676267446,0.008787812603698384
344,0.086620841700068,0.0066589046801488905
345,0.020539187330398057,0.0061920238610921165
346,0.05723983996166392,0.01624196251844124
347,0.07885218734754701,0.011385521306311422
348,0.06867292745572728,0.00624382876898584
349,0.07966449372020121,0.018129750281857676
350,0.07004465178144811,0.008165390139002748
351,0.019275780384087705,0.005913556671032488
352,0.030411416802078838,0.015666571844607957
353,0.07150210808025595,0.017622265373649658
354,0.04800642319173951,0.012215499443833513
355,0.08114052146095548,0.004755673737568392
356,0.02491710858602697,0.011176458414826947
357,0.054229663209232615,0.00933922965112801
358,0.054852561807003895,0.017502043894859855
359,0.023871509523617267,0.009028785681998918
360,0.045642742230455696,0.020540607780619856
361,0.08254824183172964,0.014253430069781593
362,0.05123317035313176,0.016442469412730837
363,0.028346687775394973,0.007480371447146373
364,0.04301368689112728,0.021129106569827902
365,0.0871689201085958,0.013610848989136932
366,0.024461702196760565,0.013720986030492977
367,0.03570728050592038,0.01822408611392602
368,0.08540431578356575,0.011824599975548114
369,0.044814883623027615,0.010692256996487126
370,0.07470719587889514,0.008050807441281952
371,0.03251294318329896,0.013760488733541841
372,0.040748872878326056,0.015189196411270131
373,0.037613036843456765,0.00874281283033675
374,0.024424093979370336,0.02026731676725063
375,0.041102178000178465,0.02019021678810675
376,0.07034471690114966,0.006554392061557248
377,0.05236394006888628,0.019942681935596993
378,0.0831367036660572,0.018941541783062076
379,0.05998220113844834,0.005792712021044481
380,0.08440821002446482,0.015489650058459445
381,0.049923631404814366,0.0060651844504929315
382,0.05820786608120899,0.00956506091785416
383,0.05704060154310002,0.008628953916802387
384,0.04057682945936268,0.019837367255434418
385,0.03360168514831207,0.007396397821875536
386,0.022127491385596255,0.02093279319319856
387,0.07462641092959284,0.006631804733040741
388,0.04210499066976528,0.015344788833046876
389,0.051603336089842355,0.008004281791445531
390,0.044498882736905936,0.005929322778485414
391,0.025717831089839834,0.012049686738038159
392,0.08380475116003146,0.010598092760945099
393,0.0735535247913986,0.00788548555218218
394,0.02691099426543818,0.01725024534800179
395,0.07766683702561239,0.009355509742200356
396,0.08450233963850738,0.011436606029169516
397,0.05662945483836637,0.009334526324845292
398,0.01888724545930094,0.02070774421407067
399,0.07591534139568196,0.019850375956063454
400,0.02566605206457414,0.011538114412830381
401,0.044157357967510386,0.009573195604350996
402,0.06606291512134363,0.01511492637914527
403,0.0386369974485551,0.008188695325883746
404,0.08525855519996386,0.020494224702238224
405,0.08827370807498536,0.011531185424557892
406,0.0298518395199927,0.015151530179290829
407,0.07540123535830298,0.015351624707957201
408,0.08529966650342016,0.006131085864253472
409,0.08335926352429218,0.02048845916553948
410,0.03422450147379017,0.015439956413302057
411,0.04907452257206045,0.015822754023319438
412,0.050741065648418425,0.0056151994140134056
413,0.08804700108349077,0.016850239465295284
414,0.030751282945875806,0.01919295996977293
415,0.06481010367077344,0.020197042452096838
416,0.022907934124137233,0.02054650569270676
417,0.057335437201560285,0.005534387868207386
418,0.044333854308781506,0.015326849661786197
419,0.061585311844517425,0.0112426323685322
420,0.024579514299050254,0.013376992745310321
421,0.018422064616055115,0.014621273659482457
422,0.08932449538983478,0.010655868497521547
423,0.08111259918691834,0.017327373104707666
424,0.08449181547617973,0.005277417659905435
425,0.018146968380906535,0.00707756227234666
426,0.057201397800947316,0.01878520010451889
427,0.07161946121852403,0.014308243743130146
428,0.03745044574590849,0.009107493224653533
429,0.039496789836442614,0.004890809929739559
430,0.08989535224239102,0.014462794476682035
431,0.018343456385167652,0.01874669620376547
432,0.033767273527164895,0.010416524336103426
433,0.08336393883423719,0.01647368077127004
434,0.03436942966344517,0.013015033335379934
435,0.08639251848585364,0.009062859773416823
436,0.0667763267690939,0.009288744189886948
437,0.075879609529908,0.016874952701174627
438,0.06775847251941008,0.005982790081181566
439,0.05719180133608078,0.012967457982243271
440,0.04208658573532356,0.004699071268796903
441,0.06781811523514375,0.01133550326273426
442,0.04219419120571516,0.01037259195478406
443,0.01866784501177226,0.010117747337262024
444,0.0423601794916154,0.007169641541327335
445,0.06894266592100945,0.01746820129279466
446,0.06533821275259924,0.012610051509301109
447,0.03474059957931415,0.014464334375503724
448,0.057957659177250126,0.0057015750198697625
449,0.06276603846980684,0.005022749781190074
450,0.04440131698263981,0.013006527338165489
451,0.05017432320721369,0.009898733754777025
452,0.03301861112636137,0.010305826760282012
453,0.057620240215366686,0.011156354504582529
454,0.06496458689808618,0.014028056713677784
455,0.05939556481004755,0.016652936980352483
456,0.030875375934382096,0.011712409862291419
457,0.0657797162898392,0.019405889280307592
458,0.07806754196635901,0.006489786600664263
459,0.023708141983745084,0.021188972889645052
460,0.08455008495923048,0.018761111798597692
461,0.0869025666017102,0.013617179590497321
462,0.07087320071892705,0.01436746498219826
463,0.056714565329885266,0.019018502477619548
464,0.0730876937498792,0.00913622820073815
465,0.03261212935392489,0.01473375694161039
466,0.06323394466650442,0.018224445165051124
467,0.03929893478179412,0.004961564454628263
468,0.08548475207358144,0.007400768784934108
469,0.04902402390124256,0.015102851918914577
470,0.04469370828243403,0.018599221583146808
471,0.06567202927414571,0.01912439593096102
472,0.07951297962320483,0.014306803717398736
473,0.041235294807247636,0.014013989814016803
474,0.05455691578164518,0.016707200330595078
475,0.04020674612177209,0.004855420512601313
476,0.02875122115021699,0.013748335602909723
477,0.06156130489089296,0.00792241158715401
478,0.0681457881933131,0.011608448482799
479,0.08316829499370824,0.008637124203053358
480,0.06841992854024753,0.016252928756811467
481,0.03680354438381038,0.00778864689649004
482,0.06189934936015834,0.014074511904437105
483,0.07827933088311435,0.004572431283870299
484,0.03464898070157251,0.017815383781357642
485,0.08273025433732285,0.016624721528207598
486,0.06679993217593372,0.016682982655656133
487,0.07298276178454455,0.013703787693113945
488,0.06286131001689454,0.014724364951984158
489,0.0356709317557375,0.015096837189770777
490,0.02755634187051998,0.014645262095698486
491,0.03674153745263753,0.011427073821536932
492,0.0824634754456825,0.01647172763681904
493,0.033215121486923266,0.015070393773144218
494,0.044724478433661854,0.009198340729719283
495,0.044632125163427655,0.013167647770440813
496,0.05004683736229336,0.006706042148626091
497,0.053349203131991034,0.01622009015852626
498,0.04721600596905952,0.012605288726184993
499,0.046761176427307094,0.019812023063118907
500,0.0685828260097037,0.010754119436725926
501,0.03576810081551966,0.015493049560735194
502,0.07133864164526482,0.005485893617788751
503,0.06423093646414027,0.019986230478815585
504,0.055692792761382434,0.005936609234532855
505,0.021068184061218544,0.005513229350786448
506,0.023388919470519492,0.010216225058237396
507,0.03192336378209293,0.007954336486193519
508,0.06425640809867947,0.00910807067393842
509,0.06784899523443848,0.012199466846325268
510,0.08135659750987989,0.014907831906451225
511,0.08455313488476016,0.012538773515019343
512,0.06800851481881029,0.005601537494558835
513,0.08345077059113944,0.007085555651940934
514,0.04548808977150645,0.018898514725702534
515,0.08441056098530544,0.014153870785838442
516,0.08844291852755794,0.009012819885822441
517,0.05438724885137816,0.019268073287859504
518,0.027785943373760696,0.013315898625601792
519,0.03978691169899744,0.00913225712314524
520,0.05679627537517447,0.01734064355757141
521,0.07180881441444806,0.005533248685589931
522,0.06975666062689323,0.020281729776017013
523,0.08721637725282305,0.009751873136508162
524,0.06015891752573119,0.01870806505749002
525,0.05542629618403964,0.006763689185619839
526,0.07096647880856599,0.020504092357379454
527,0.07987661851786834,0.007042560916592578
528,0.07739654198804617,0.009893149470594956
529,0.05455622141975231,0.0050750165146963375
530,0.03845742116255352,0.011553703545359156
531,0.06261128283204279,0.009758003537713179
532,0.08416080683639156,0.02043357610731107
533,0.06320601678840854,0.005929718139313278
534,0.07862434576498933,0.016385963849004655
535,0.0251829876943701,0.009195857349563293
536,0.027972258235965615,0.019370873985589808
537,0.0632063711371052,0.005830384617075836
538,0.03304763978670097,0.00708927140330477
539,0.03465693766005842,0.01841036284563438
540,0.025543831478259813,0.013623174229855595
541,0.04818900530950469,0.014619195102699933
542,0.05510606523293067,0.016209918703163306
543,0.03676708154160936,0.007675949348316332
544,0.023025286720041425,0.007431402855492585
545,0.040985852896268826,0.01173653121234404
546,0.07131913288816383,0.006573355351124017
547,0.05254267549730276,0.006216455267807262
548,0.024205515601115585,0.0074778068324232415
549,0.019875464846845183,0.00570941638193522
550,0.035387630551002074,0.005821899839496291
551,0.023676241833814192,0.015126262396964997
552,0.04770791980000359,0.020025021021144056
553,0.045661655486794,0.007843615266441124
554,0.0795022909902028,0.005942983637709347
555,0.02762280481576121,0.007152784827392397
556,0.02217174749513484,0.01138508167968381
557,0.03409677257597847,0.00763023318625271
558,0.034552579695921154,0.019885808096099526
559,0.022572664770278594,0.02105115815348725
560,0.08960100083998139,0.0160989644502241
561,0.054075741820318296,0.007485769236149012
562,0.020695781476158887,0.018409106682911187
563,0.05441375410094245,0.004787555550627332
564,0.07415321671284594,0.017048926932687444
565,0.040374789988117166,0.008224501402713993
566,0.06869255707447094,0.019316811900657274
567,0.018187980584617798,0.009350538003215687
568,0.052275287809130565,0.0065256647444702975
569,0.07358336754602812,0.015490447443493125
570,0.0898201945583983,0.00839653117829019
571,0.08759916398164155,0.01408003286507183
572,0.037743293258942115,0.011611412321587317
573,0.01963159305839983,0.019997357015406225
574,0.06845834142148172,0.005445621876486337
575,0.05179293427838098,0.014745507845012162
576,0.04444529342011581,0.007556778701909262
577,0.050007053247313346,0.015043796743518629
578,0.060842829039631584,0.005894341443815608
579,0.055169721810506264,0.012138669512981442
580,0.08549765560831807,0.020112810134176838
581,0.05189351127065924,0.01186099793178069
582,0.031001400472007244,0.009797021331200669
583,0.028063156389455987,0.004767799826048941
584,0.07825926903888872,0.019547998677979312
585,0.07553995679618093,0.015345678293893784
586,0.06488380415814576,0.02091801614059223
587,0.08683986606596864,0.01635310829697082
588,0.06292409322620296,0.008007115492786987
589,0.08220225248175231,0.014183798811519335
590,0.02390788754341789,0.020792689631658375
591,0.043869295480774416,0.012771877101094259
592,0.07892988079901836,0.005682928970590905
593,0.07019273108919905,0.006135613748098522
594,0.05425660865977962,0.02064454092149926
595,0.07803972946992878,0.020051823225383313
596,0.0743219594833138,0.01722985740675067
597,0.03823157891955167,0.02068960720937016
598,0.0268100924676433,0.011445304490321166
599,0.06295494197454565,0.013021426002021951
600,0.027201824533718277,0.020849877968753185
601,0.01959332697752977,0.019797269225611702
602,0.08501891314017032,0.007852014243368177
603,0.05116371450441255,0.009576197524767224
604,0.027072812663731446,0.009141568012804569
605,0.04077737107907862,0.010562093684261921
606,0.06558439027221949,0.010208164617021741
607,0.08650201048171194,0.006804686990606615
608,0.08948669559274672,0.008431067386411296
609,0.06802832514412929,0.0049014066759948795
610,0.08103244667669565,0.01085351049280251
611,0.08320208934412324,0.008003818320731621
612,0.048687303594320865,0.013326658922581948
613,0.089707968125405,0.01508856803709304
614,0.06966035177244914,0.006192014428189867
615,0.034652590201884374,0.009493967989733908
616,0.03284840045264646,0.014118172727722924
617,0.06829529801517076,0.007821693992166279
618,0.025891370898291348,0.010343234282968707
619,0.028302555143952433,0.009882721536621446
620,0.044618018629888914,0.015108711442989371
621,0.023955709767751562,0.01327781960526991
622,0.07745492278554622,0.017460462301029545
623,0.08786174086237655,0.007702188133546046
624,0.02316355639019471,0.004559195972146834
625,0.0780585295561591,0.005023146980157741
626,0.061091378858698434,0.01581392512301001
627,0.0569036794119031,0.005396249681032517
628,0.037712919855228004,0.009786755263782872
629,0.04236033682075503,0.013239548650989605
630,0.08435260770999019,0.01049706489285163
631,0.05868610226293732,0.016095621930189763
632,0.07363763403891999,0.01551106156115274
633,0.0756164983789601,0.016566215248314718
634,0.06504249654859717,0.014336111214394442
635,0.0349566468549375,0.020709006652655196
636,0.08685375237397135,0.013531083985841316
637,0.028156275302052322,0.018566015159531525
638,0.029466751164249922,0.021015337474524456
639,0.08290362905038846,0.0061139354646941
640,0.03275503872701208,0.014135355501379558
641,0.08064004873038705,0.015863004346283523
642,0.08416779289948194,0.006997217584673896
643,0.023559553192304756,0.01765439084513272
644,0.02308869456218153,0.019692135764025745
645,0.054624742825164996,0.01556250459595299
646,0.04367808516927031,0.019122272059995348
647,0.06951243982602212,0.005830872921727007
648,0.041979239526765466,0.017934666602237657
649,0.07962675681423623,0.009006395481986406
650,0.02660843962283839,0.021310103330471022
651,0.050918558681170664,0.006720713015193843
652,0.0687695411939992,0.01838645264508096
653,0.050875198386901715,0.015727467726319666
654,0.0636820795747576,0.006940728833069043
655,0.02741174398576819,0.015501408756197847
656,0.08430375258575167,0.014229119144162545
657,0.04367667937406512,0.01718457348580134
658,0.06550337887285088,0.005555453520502025
659,0.029841886793267863,0.017106264876850984
660,0.064011222314149,0.016640306077540766
661,0.07465662270047627,0.006692156500696912
662,0.053066029399743156,0.00878282756024447
663,0.05446947788528849,0.0199257304319604
664,0.02321694440261846,0.01911748498292451
665,0.06992509587991624,0.008960914423443368
666,0.07976931877706168,0.008880036005364718
667,0.06119105939141086,0.019079255436019675
668,0.07191108709576108,0.020177711921250577
669,0.03519793941379504,0.01369834311742769
670,0.02371604395492665,0.01056370570970337
671,0.07564565650739523,0.020159205789360098
672,0.03159364088888077,0.016086570097137324
673,0.024861029487826904,0.020451165428300652
674,0.0479458408383404,0.004700763364102873
675,0.07530665026451054,0.011694129738719077
676,0.04856561540422834,0.0117036229800907
677,0.052172995425090435,0.009758954710079103
678,0.0226869839698805,0.01861452581810931
679,0.08585346066167457,0.016958061502539146
680,0.0825813815528584,0.009897679365253573
681,0.05707487857048293,0.00801569189985634
682,0.033504589328469774,0.005279432769449347
683,0.050876827222608056,0.019133311858128367
684,0.07324725526728229,0.008023270493364563
685,0.03535962677487704,0.014397482222690609
686,0.0680556019273718,0.011729542035148376
687,0.05177432789877457,0.01129836099653397
688,0.0881228075886256,0.007645573692496781
689,0.024699684982836295,0.015529828920211737
690,0.08568870895756422,0.007824960232777872
691,0.06366343729379866,0.0055832901711107925
692,0.04439083874240624,0.019554192696485492
693,0.037443938267000584,0.00826861577257936
694,0.08160820928197789,0.004310647474821637
695,0.0897636893963843,0.021326129684367548
696,0.07624291312645542,0.010408313860455102
697,0.06979057665089314,0.004941236808220617
